date,precipitation,peti,temperature,discharge_spec,discharge_vol
28/02/2002,3.65,0.68,-1.2,2.32,7.841
01/03/2002,5.3,0.67,-1.49,2.09,7.063
02/03/2002,2.61,0.61,0.96,2.48,8.381
03/03/2002,2.34,0.8,4.13,14.77,49.917
04/03/2002,1.55,1.11,3.09,9.92,33.526
05/03/2002,26.78,1.07,1.97,14.4,48.667
06/03/2002,10.43,1.39,4.27,17.63,59.583
07/03/2002,1.9,1.58,2.26,6.51,22.001
08/03/2002,9.9,1.11,3.5,9.13,30.856
09/03/2002,4.48,0.81,-0.98,4.97,16.797
10/03/2002,14.5,0.96,-0.6,3.63,12.268
11/03/2002,9.86,1.7,0.88,3.41,11.525
12/03/2002,0,0.77,-0.35,3.17,10.713
13/03/2002,0.3,0.72,-1.31,3.04,10.274
14/03/2002,0.48,0.93,-0.57,2.86,9.666
15/03/2002,1.34,1.46,0.27,2.39,8.077
16/03/2002,0.9,0.74,2.38,4.86,16.425
17/03/2002,1.56,0.85,3.79,7.41,25.043
18/03/2002,2.04,0.8,3.31,5.5,18.588
19/03/2002,0.32,0.61,-0.14,3.24,10.950
20/03/2002,6.34,0.61,-0.1,2.58,8.719
21/03/2002,11.33,0.55,1.25,2.97,10.038
22/03/2002,0.08,0.66,2.05,5.07,17.135
23/03/2002,0.01,0.91,3.08,3.65,12.336
24/03/2002,0.29,0.56,4.77,5.62,18.994
25/03/2002,0.41,1.11,3.68,5.13,17.338
26/03/2002,0,1.26,1.43,3.32,11.220
27/03/2002,0,1.31,4.42,3.51,11.863
28/03/2002,0,1.62,5.03,3.74,12.640
29/03/2002,0.15,1.31,2.63,3.09,10.443
30/03/2002,0.56,1.14,1.95,2.78,9.395
31/03/2002,0.75,1.13,6.02,4.34,14.668
01/04/2002,1.35,1.12,5.05,6.07,20.514
02/04/2002,1.21,1.34,3.13,3.91,13.214
03/04/2002,1.29,1.85,7.3,5.96,20.143
04/04/2002,0,1.04,4.64,4.52,15.276
05/04/2002,0,1.74,3.16,3.46,11.694
06/04/2002,0,1.71,2.97,2.69,9.091
07/04/2002,0,1.51,1.54,2.38,8.044
08/04/2002,0.08,0.73,2.28,2.16,7.300
09/04/2002,0.17,1.37,4.4,1.99,6.725
10/04/2002,0.04,1.15,4.75,1.95,6.590
11/04/2002,4.99,0.44,3.04,2.15,7.266
12/04/2002,0,1.43,2.27,1.88,6.354
13/04/2002,2.5,1.56,1.3,1.62,5.475
14/04/2002,2.13,0.86,2.01,1.74,5.881
15/04/2002,0.42,1.39,1.44,1.53,5.171
16/04/2002,0,1.77,3.22,1.41,4.765
17/04/2002,0,1.69,5.08,1.5,5.069
18/04/2002,0.27,1.4,4.07,1.46,4.934
19/04/2002,0.11,1.57,4,1.44,4.867
20/04/2002,1.87,1.43,5.35,2,6.759
21/04/2002,8.15,1.27,7.89,7.22,24.401
22/04/2002,2.8,2.26,8.04,7.04,23.793
23/04/2002,0.01,1.93,8.74,5.08,17.169
24/04/2002,0.79,2.5,7.64,3.91,13.214
25/04/2002,3.97,2.26,5.89,3.36,11.356
26/04/2002,3.21,2.01,3.57,4.43,14.972
27/04/2002,0.26,2.03,1.67,2.47,8.348
28/04/2002,10.89,1.06,1.55,3.31,11.187
29/04/2002,7.07,1.43,2.13,7.39,24.975
30/04/2002,5.27,1.17,1.7,3.48,11.761
01/05/2002,0.68,1.64,3.29,3.15,10.646
02/05/2002,3.57,1.84,3.73,2.68,9.057
03/05/2002,0.83,1.61,3.76,2.32,7.841
04/05/2002,0.01,1.83,4.35,2.27,7.672
05/05/2002,0,2.8,5.09,1.99,6.725
06/05/2002,0,2.52,5.12,1.93,6.523
07/05/2002,6.44,1.92,6.95,2.32,7.841
08/05/2002,0,1.49,6.35,2.61,8.821
09/05/2002,2.79,1.99,5.39,2.34,7.908
10/05/2002,0.72,1.11,6.19,2.36,7.976
11/05/2002,0.01,2.98,5.84,2.03,6.861
12/05/2002,2.71,2.59,4.5,1.69,5.712
13/05/2002,9.15,1.35,6.72,3.07,10.375
14/05/2002,1.01,2.24,7.52,3.33,11.254
15/05/2002,1.93,2.19,7.33,2.52,8.517
16/05/2002,0,1.64,9.04,2.29,7.739
17/05/2002,0,1.72,7.03,1.98,6.692
18/05/2002,3.21,1.47,4.72,1.84,6.219
19/05/2002,2.14,1.96,7.62,2.12,7.165
20/05/2002,26.21,1.79,8.75,10.94,36.973
21/05/2002,21.1,2.71,9.05,8.63,29.166
22/05/2002,15.59,2.59,9.48,9.64,32.580
23/05/2002,8.97,2.4,8.44,6.99,23.624
24/05/2002,11.53,1.92,6.9,12.06,40.758
25/05/2002,2,2.44,7,6.42,21.697
26/05/2002,3.66,1.61,7.06,4.28,14.465
27/05/2002,6.82,1.9,6.43,3.99,13.485
28/05/2002,5.85,2.03,7.64,3.57,12.065
29/05/2002,4.01,1.99,7.39,4.88,16.493
30/05/2002,2.9,2.55,6.47,3.3,11.153
31/05/2002,0.31,2.96,7.28,2.54,8.584
01/06/2002,1.3,2.32,9.77,2.2,7.435
02/06/2002,6.83,1.56,9.64,2.78,9.395
03/06/2002,1.24,2.4,8.33,3.44,11.626
04/06/2002,7.76,2.19,6.78,3.79,12.809
05/06/2002,0.85,1.85,8.11,2.63,8.888
06/06/2002,0.14,3.24,12.09,2.13,7.199
07/06/2002,3.2,2.78,11.14,2.02,6.827
08/06/2002,2.84,1.74,10.12,2.21,7.469
09/06/2002,14.46,1.73,8.84,7.19,24.300
10/06/2002,5.63,2.12,7.53,4.75,16.053
11/06/2002,2.04,2.25,7.58,2.84,9.598
12/06/2002,1.63,2.13,6.38,2.45,8.280
13/06/2002,6.02,2.3,7.73,2.26,7.638
14/06/2002,5.01,1.38,7.29,2.67,9.024
15/06/2002,0.75,2.45,10.23,2.14,7.232
16/06/2002,5.83,1.78,9.81,2.51,8.483
17/06/2002,0.38,4.03,12.28,2.88,9.733
18/06/2002,2.5,3.31,10.27,2.2,7.435
19/06/2002,0.48,2.75,9.21,1.82,6.151
20/06/2002,1.6,2.46,9.05,1.87,6.320
21/06/2002,0.96,1.79,8.91,1.73,5.847
22/06/2002,3.05,1.94,9.18,1.81,6.117
23/06/2002,1.1,2.55,8.98,1.74,5.881
24/06/2002,0.55,1.81,8.38,1.56,5.272
25/06/2002,1.75,2.62,8.96,1.33,4.495
26/06/2002,4.39,2.71,8.59,1.58,5.340
27/06/2002,1.68,2.82,7.7,2.7,9.125
28/06/2002,0.22,2.94,8.18,1.71,5.779
29/06/2002,2.08,1.89,9.3,1.96,6.624
30/06/2002,8.04,0.8,7.89,3.52,11.896
01/07/2002,7.9,1.51,7.31,4.7,15.884
02/07/2002,1.37,1.97,8.22,2.86,9.666
03/07/2002,1.76,1.71,8.63,2.64,8.922
04/07/2002,1.41,1.97,7.71,2.28,7.706
05/07/2002,1.27,2.39,8.19,1.99,6.725
06/07/2002,0.33,1.53,7.7,1.7,5.745
07/07/2002,3.61,2.16,8.33,1.54,5.205
08/07/2002,0.97,2.53,9.21,2.5,8.449
09/07/2002,3.19,2.41,9.22,1.58,5.340
10/07/2002,2.35,2.36,9.41,1.41,4.765
11/07/2002,5.28,2.63,8.74,2.58,8.719
12/07/2002,2.69,2.2,7.75,1.81,6.117
13/07/2002,0.01,2.98,9.13,1.32,4.461
14/07/2002,0.61,1.97,11.33,1.11,3.751
15/07/2002,0,2.12,12.07,1.03,3.481
16/07/2002,3.77,1.86,9.41,0.95,3.211
17/07/2002,5.31,1.54,9.82,1.44,4.867
18/07/2002,14.64,2.37,10.64,1.24,4.191
19/07/2002,21.43,0.58,8.2,6.58,22.238
20/07/2002,5.82,1.44,8.4,6.77,22.880
21/07/2002,1,2.77,9.38,2.74,9.260
22/07/2002,13.21,1.77,10.32,2.17,7.334
23/07/2002,2.16,1.41,9.19,4.87,16.459
24/07/2002,0.69,1.99,9.64,2.3,7.773
25/07/2002,0.01,1.41,10.39,1.91,6.455
26/07/2002,0.01,1.59,10.99,1.66,5.610
27/07/2002,0.16,2.02,12.66,1.52,5.137
28/07/2002,11.17,1.48,11.85,1.63,5.509
29/07/2002,17.22,0.49,11.03,10.74,36.297
30/07/2002,43.28,1.2,12.26,23.51,79.455
31/07/2002,0.24,1.32,13.2,9.64,32.580
01/08/2002,0.26,2.56,14.07,4.5,15.208
02/08/2002,4.36,1.36,11.55,3.23,10.916
03/08/2002,7.52,1.22,12.43,3.55,11.998
04/08/2002,0.01,2.64,13.92,2.73,9.226
05/08/2002,0.03,2.44,13.81,2.1,7.097
06/08/2002,56.13,1.85,13.18,16.39,55.392
07/08/2002,0.41,1.63,12.32,5,16.898
08/08/2002,8.29,1.32,9.41,4.82,16.290
09/08/2002,0.28,1.21,8.74,4.33,14.634
10/08/2002,0.58,1.45,9.53,2.61,8.821
11/08/2002,5.79,1.11,9.43,2.73,9.226
12/08/2002,0,1.79,10.89,2.21,7.469
13/08/2002,0.14,2.24,12.41,1.79,6.050
14/08/2002,4.65,1.39,11.2,2.07,6.996
15/08/2002,0,2.68,12.23,2.05,6.928
16/08/2002,0,2.09,10.42,1.54,5.205
17/08/2002,1.65,2.09,13.35,1.53,5.171
18/08/2002,18.1,0.55,11.05,5.38,18.182
19/08/2002,0.19,1.82,10.28,2.49,8.415
20/08/2002,6.58,1.73,9.85,2.17,7.334
21/08/2002,0.01,1.8,9.58,1.9,6.421
22/08/2002,3.3,1.62,9.69,1.58,5.340
23/08/2002,1.62,1,10.47,2.88,9.733
24/08/2002,4.78,1.45,11.21,1.74,5.881
25/08/2002,0.01,1.4,9.96,1.42,4.799
26/08/2002,0,2.12,9.66,1.24,4.191
27/08/2002,0.08,1.38,10.79,1.16,3.920
28/08/2002,0.01,1.43,12.72,1.09,3.684
29/08/2002,3.96,2.17,11.62,1.02,3.447
30/08/2002,17.6,0.46,8.95,4.83,16.324
31/08/2002,0.01,1.99,7.99,2.32,7.841
01/09/2002,0.03,1.54,7.55,1.48,5.002
02/09/2002,0,2.1,11.15,1.25,4.225
03/09/2002,0.78,1.26,9.15,1.16,3.920
04/09/2002,1.41,1,10.03,1.16,3.920
05/09/2002,4.8,1.36,8.35,1.14,3.853
06/09/2002,5.15,1.66,7.28,1.52,5.137
07/09/2002,8.76,1.04,7.43,2.7,9.125
08/09/2002,7.79,1.25,8.9,3.78,12.775
09/09/2002,3.86,1.18,10.35,3.25,10.984
10/09/2002,0.06,1.33,11.27,2.43,8.213
11/09/2002,0,1.75,10.56,1.72,5.813
12/09/2002,0.14,1.08,10.09,1.48,5.002
13/09/2002,0.03,1.27,10.27,1.34,4.529
14/09/2002,0.01,0.92,8.91,1.22,4.123
15/09/2002,0.02,0.68,8.57,1.13,3.819
16/09/2002,0.25,0.77,9.65,1.08,3.650
17/09/2002,0.03,0.88,9.28,1.01,3.413
18/09/2002,0,0.23,8.36,0.96,3.244
19/09/2002,0.23,0.36,8.39,0.91,3.075
20/09/2002,0.03,0.92,7.85,0.86,2.906
21/09/2002,0.89,1.02,8.58,0.83,2.805
22/09/2002,0.01,0.98,6.52,0.81,2.738
23/09/2002,0,0.79,4.59,0.77,2.602
24/09/2002,0,0.92,5.23,0.73,2.467
25/09/2002,4.56,0.76,6.2,0.94,3.177
26/09/2002,0.07,0.81,7.79,0.88,2.974
27/09/2002,0.01,0.69,8.83,0.76,2.569
28/09/2002,0.01,0.67,8.49,0.71,2.400
29/09/2002,0.38,0.93,9.78,0.69,2.332
30/09/2002,1.27,0.76,10.51,0.67,2.264
01/10/2002,0.09,0.62,9.57,0.66,2.231
02/10/2002,2.23,0.89,10.35,0.74,2.501
03/10/2002,3.02,1.01,7.69,0.8,2.704
04/10/2002,2.62,0.32,7.14,0.9,3.042
05/10/2002,0.52,1.05,10.23,1.07,3.616
06/10/2002,0.01,0.51,6.04,0.84,2.839
07/10/2002,1.57,0.41,5.88,0.74,2.501
08/10/2002,0.95,1.03,8.58,0.81,2.738
09/10/2002,2.34,1.41,7.39,0.78,2.636
10/10/2002,1.55,1.23,7.63,1.01,3.413
11/10/2002,13.64,0.94,6.58,1.82,6.151
12/10/2002,15.14,0.4,5.1,7.52,25.415
13/10/2002,8.43,0.39,3.96,4.07,13.755
14/10/2002,1.9,0.52,4.28,3.1,10.477
15/10/2002,1.32,0.4,2.41,2.12,7.165
16/10/2002,1.41,0.31,1.01,1.7,5.745
17/10/2002,10.38,0.39,1.72,2.12,7.165
18/10/2002,2.67,0.5,0.1,1.89,6.388
19/10/2002,0.08,0.34,-1.32,1.44,4.867
20/10/2002,2.18,0.24,-2.2,1.23,4.157
21/10/2002,40.28,0.39,0.63,3.2,10.815
22/10/2002,26.96,0.4,2.03,12.16,41.096
23/10/2002,1.19,0.56,0.28,4.13,13.958
24/10/2002,7.39,0.34,0.09,2.56,8.652
25/10/2002,15.69,0.12,0.99,5.22,17.642
26/10/2002,15.9,0.5,1.67,3.34,11.288
27/10/2002,3.75,0.43,1.25,5.05,17.067
28/10/2002,0.06,0.41,1.79,2.7,9.125
29/10/2002,0,0.06,0.17,2.09,7.063
30/10/2002,0.14,0.14,-0.17,1.84,6.219
31/10/2002,1.58,0.11,1.68,2.39,8.077
01/11/2002,8.44,0.02,5.06,7.92,26.767
02/11/2002,14.5,0.37,6.18,19.66,66.444
03/11/2002,0.49,0.63,6.12,10.41,35.182
04/11/2002,0.53,0.39,5.47,6.02,20.345
05/11/2002,2.58,0.34,6.82,5.64,19.061
06/11/2002,3.28,0.65,5.07,5.36,18.115
07/11/2002,0.45,0.49,1.66,3.48,11.761
08/11/2002,2.11,0.33,2.66,3,10.139
09/11/2002,6.64,0.03,-0.45,2.47,8.348
10/11/2002,0.33,0.24,3.27,3.9,13.181
11/11/2002,5.79,0.52,3.36,3.28,11.085
12/11/2002,1.04,0.31,1.06,3.22,10.882
13/11/2002,7.13,0.02,1.51,5.38,18.182
14/11/2002,21.72,0.65,3.62,10.8,36.500
15/11/2002,8.24,0.48,2.12,6.94,23.455
16/11/2002,1.23,0.28,0.93,4.57,15.445
17/11/2002,0.21,0.02,-1.8,2.9,9.801
18/11/2002,0.19,0.02,-0.34,2.48,8.381
19/11/2002,3.82,0.51,2.41,3.07,10.375
20/11/2002,26.6,0.73,3.52,10.68,36.094
21/11/2002,36.25,0.66,5.11,25.38,85.775
22/11/2002,17.82,0.62,5.3,14.31,48.363
23/11/2002,2.33,0.38,4.47,9.24,31.228
24/11/2002,0.08,0.17,3.67,5.63,19.027
25/11/2002,1.93,0.02,1.44,4.18,14.127
26/11/2002,12.51,0.29,3.98,6.21,20.988
27/11/2002,26.52,0.73,5.72,19.64,66.376
28/11/2002,3.22,0.36,4.84,9.36,31.633
29/11/2002,1.04,0.01,2.85,5.67,19.163
30/11/2002,6.93,0.03,3.31,5.86,19.805
01/12/2002,9.49,0.27,3.39,9.26,31.295
02/12/2002,4.01,0.04,3.3,6,20.278
03/12/2002,7.06,0.11,3.97,5.7,19.264
04/12/2002,0.27,0.21,2.65,7.21,24.367
05/12/2002,3.32,0.06,1.65,4.07,13.755
06/12/2002,1.4,0.07,2.3,4.03,13.620
07/12/2002,1.89,0.13,0.68,3.31,11.187
08/12/2002,0.61,0.6,1.09,2.81,9.497
09/12/2002,0.24,0.91,1.69,2.39,8.077
10/12/2002,0.4,0.62,-0.18,2.05,6.928
11/12/2002,0.65,0.56,0.21,1.83,6.185
12/12/2002,0.37,0.68,0.17,1.66,5.610
13/12/2002,2.49,0.09,0.07,1.6,5.407
14/12/2002,0.36,0.14,0.32,1.81,6.117
15/12/2002,0.86,0.19,-0.6,1.5,5.069
16/12/2002,0,0.01,-1.27,1.33,4.495
17/12/2002,0,0,-4.14,1.06,3.582
18/12/2002,0.02,0,-3.75,1.11,3.751
19/12/2002,0,0,-5.57,0.7,2.366
20/12/2002,0.14,0,-4.27,1.1,3.718
21/12/2002,1.73,0.06,-1.55,1.17,3.954
22/12/2002,0.44,0.12,1.66,1.67,5.644
23/12/2002,20.82,0.32,4.35,11.27,38.088
24/12/2002,4.59,0.39,5.84,8,27.037
25/12/2002,1.51,0.01,3.82,5.09,17.202
26/12/2002,2.6,0.02,3.04,4,13.519
27/12/2002,1.96,0,2.82,3.31,11.187
28/12/2002,0.66,0.19,3.13,3.25,10.984
29/12/2002,2.34,0.03,1.44,2.77,9.362
30/12/2002,0.03,0.14,-0.17,2.37,8.010
31/12/2002,0.28,0.12,-2.06,1.85,6.252
01/01/2003,5.47,0.08,-1.7,1.79,6.050
02/01/2003,4.47,0.29,-1.83,1.49,5.036
03/01/2003,4.91,0.04,-4.21,1.38,4.664
04/01/2003,0.25,0,-4.55,1.35,4.563
05/01/2003,0.19,0,-5.28,1.21,4.089
06/01/2003,0,0,-7.54,1.01,3.413
07/01/2003,0.02,0,-8.53,0.92,3.109
08/01/2003,0.18,0,-3.56,1.16,3.920
09/01/2003,0.16,0.17,-1.23,1.2,4.056
10/01/2003,0.32,0.05,-3.16,1.02,3.447
11/01/2003,0.54,0.04,-3.72,1,3.380
12/01/2003,2.83,0.43,2.12,5.34,18.047
13/01/2003,1.82,0.72,6.47,6.36,21.494
14/01/2003,9.04,0.86,5.81,4.84,16.357
15/01/2003,13.39,1.26,3.13,6.42,21.697
16/01/2003,17.64,1.1,4.1,11.68,39.474
17/01/2003,11.07,0.93,3.13,9.76,32.985
18/01/2003,2.26,0.5,1.69,5.49,18.554
19/01/2003,0.06,0.01,0.37,4.16,14.059
20/01/2003,6.26,0.04,-0.14,4.57,15.445
21/01/2003,1.82,0.01,0.65,3.15,10.646
22/01/2003,8.27,0.34,0.43,2.81,9.497
23/01/2003,0.71,0.2,-1.06,2.3,7.773
24/01/2003,6.07,0.65,6.36,6.6,22.306
25/01/2003,10.23,0.92,3.82,8.29,28.017
26/01/2003,0.71,0.68,6.61,6.17,20.852
27/01/2003,14.03,0.92,5.05,5.97,20.176
28/01/2003,11.06,0.97,0.59,4.11,13.890
29/01/2003,6.54,0.9,-1.2,2.99,10.105
30/01/2003,6.72,0.47,-4.55,1.84,6.219
31/01/2003,4.73,0.09,-3.77,2.47,8.348
01/02/2003,10.77,0.22,-0.73,2.33,7.875
02/02/2003,10.75,0.29,-2.61,1.94,6.556
03/02/2003,17.93,0.14,-3.64,1.53,5.171
04/02/2003,0.96,0.4,-3.43,2.27,7.672
05/02/2003,1.56,0.17,-4.59,2.73,9.226
06/02/2003,1.84,0.32,0.45,2.62,8.855
07/02/2003,0.02,0.45,2.29,4.38,14.803
08/02/2003,2.16,0.58,4.01,8.73,29.504
09/02/2003,0.1,0.15,0.4,4.84,16.357
10/02/2003,3.99,0.36,-0.22,2.9,9.801
11/02/2003,0.52,0.2,1.55,2.88,9.733
12/02/2003,0,0.06,-1.22,2.35,7.942
13/02/2003,0.06,0.1,-1.29,1.95,6.590
14/02/2003,0,0.21,-3.44,1.49,5.036
15/02/2003,0,0.22,-4.63,1.97,6.658
16/02/2003,0.19,0.62,-2.17,1.71,5.779
17/02/2003,0,0.56,-1.24,1.15,3.887
18/02/2003,0,0.77,-1.81,1.2,4.056
19/02/2003,0,0.78,-0.65,1.16,3.920
20/02/2003,0,0.46,-0.11,1.07,3.616
21/02/2003,0,0.23,0.02,1.02,3.447
22/02/2003,0.23,0.41,-0.36,1.02,3.447
23/02/2003,1.71,0.79,1.78,1.54,5.205
24/02/2003,0.27,0.45,1.09,1.64,5.543
25/02/2003,0,0.67,2.58,2.26,7.638
26/02/2003,0,0.7,2.36,1.55,5.238
27/02/2003,1.27,0.66,1.89,1.67,5.644
28/02/2003,11.55,0.83,3.97,7.36,24.874
01/03/2003,22.45,0.6,2.8,6.12,20.683
02/03/2003,0.36,0.55,1.88,5.88,19.872
03/03/2003,0.67,0.64,1.63,3.03,10.240
04/03/2003,4.42,0.81,4.38,10.25,34.641
05/03/2003,3.65,1.15,3.46,6.22,21.021
06/03/2003,1.88,1.07,2.37,4.06,13.721
07/03/2003,5.71,0.69,2.96,7.11,24.029
08/03/2003,0.9,0.69,2.33,4.47,15.107
09/03/2003,5.28,0.99,5.36,7.59,25.651
10/03/2003,15.11,1.4,3.53,8.81,29.775
11/03/2003,8.64,1.25,3.13,9.86,33.323
12/03/2003,0.01,0.86,0.43,4.54,15.344
13/03/2003,0.13,0.69,-1.09,3.42,11.558
14/03/2003,0,0.74,0.7,2.85,9.632
15/03/2003,0,0.93,1.41,2.46,8.314
16/03/2003,0,0.71,0.27,2.15,7.266
17/03/2003,0.18,0.69,-1.09,1.98,6.692
18/03/2003,0,0.71,-1.13,1.85,6.252
19/03/2003,0,0.83,-0.18,1.81,6.117
20/03/2003,0.06,0.92,2.42,1.83,6.185
21/03/2003,0,1.27,4.67,2.02,6.827
22/03/2003,0,1.16,3.31,1.97,6.658
23/03/2003,0,1.13,2.68,1.84,6.219
24/03/2003,0,1.11,3.21,1.82,6.151
25/03/2003,0.23,1,4.64,1.86,6.286
26/03/2003,0.24,1.16,4.6,1.75,5.914
27/03/2003,0.13,0.84,4.1,1.77,5.982
28/03/2003,0,1.11,4.27,1.97,6.658
29/03/2003,0.74,1.69,3.91,1.9,6.421
30/03/2003,0,1.82,3.76,1.65,5.576
31/03/2003,13.78,1.71,2.51,1.93,6.523
01/04/2003,3.98,1.67,2.66,3.07,10.375
02/04/2003,1.22,1.7,2,2.39,8.077
03/04/2003,0.32,1.43,5.85,2.95,9.970
04/04/2003,0.04,1.64,6.5,2.33,7.875
05/04/2003,0.01,1.05,4.43,2.12,7.165
06/04/2003,0,1.25,4.75,1.95,6.590
07/04/2003,0,1.05,2.63,1.76,5.948
08/04/2003,0,1.2,3.22,1.62,5.475
09/04/2003,0,1.29,2.7,1.49,5.036
10/04/2003,0,1.61,1.44,1.33,4.495
11/04/2003,0,1.43,2.79,1.22,4.123
12/04/2003,0.03,1.39,3.78,1.12,3.785
13/04/2003,0.15,2.02,4.36,1.06,3.582
14/04/2003,0.01,1.57,7.21,1.22,4.123
15/04/2003,0,1.99,8.44,1.51,5.103
16/04/2003,0,2.34,8.69,1.71,5.779
17/04/2003,0,2.62,8.24,1.56,5.272
18/04/2003,0,2.44,6.96,1.29,4.360
19/04/2003,0,2.21,4.46,1.11,3.751
20/04/2003,0,1.92,3.83,1,3.380
21/04/2003,6.31,1.17,3.61,1.04,3.515
22/04/2003,0.12,1.42,5.08,1.08,3.650
23/04/2003,0,1.86,4.58,0.93,3.143
24/04/2003,0.01,1.54,3.77,0.86,2.906
25/04/2003,6.87,1.13,4.68,1.04,3.515
26/04/2003,3.76,2.04,6.82,1.32,4.461
27/04/2003,0.35,1.81,6.61,1.38,4.664
28/04/2003,9.12,0.97,4.75,2.08,7.030
29/04/2003,1.22,1.81,5.9,1.81,6.117
30/04/2003,24.14,1.2,4.3,4.94,16.695
01/05/2003,6.82,1.12,3.32,5.68,19.196
02/05/2003,5.25,0.57,3.53,5.17,17.473
03/05/2003,6.73,1.89,4.74,4.54,15.344
04/05/2003,7.77,1.68,6.58,6.91,23.353
05/05/2003,3.86,2.12,5.32,4.54,15.344
06/05/2003,0.76,2.16,5.68,3.66,12.369
07/05/2003,15.54,2.04,5,5.62,18.994
08/05/2003,1.83,2.88,5.92,4.11,13.890
09/05/2003,4.5,1.94,3.3,3.23,10.916
10/05/2003,4.5,2.37,4.16,3.41,11.525
11/05/2003,3.11,2.36,4.9,3.41,11.525
12/05/2003,1.05,1.84,3.24,2.82,9.531
13/05/2003,8.33,1.91,4.17,4.36,14.735
14/05/2003,0.66,2.41,4.26,4.23,14.296
15/05/2003,0.33,2.25,3.14,2.5,8.449
16/05/2003,4.6,1.59,4.12,2.58,8.719
17/05/2003,4.88,1.38,6.86,6.03,20.379
18/05/2003,4.72,1.92,7.23,4.8,16.222
19/05/2003,1.11,1.93,6.57,3.51,11.863
20/05/2003,3.87,2.1,6.74,2.74,9.260
21/05/2003,3.68,1.77,7.12,2.51,8.483
22/05/2003,1.66,2.24,8.3,2.29,7.739
23/05/2003,3.03,1.76,6.72,2.22,7.503
24/05/2003,4.53,1.95,6.18,2.59,8.753
25/05/2003,5.33,2.06,7.47,2.38,8.044
26/05/2003,0.01,1.89,7.1,1.95,6.590
27/05/2003,0.05,2.09,8.85,1.67,5.644
28/05/2003,0.03,1.65,10.2,1.57,5.306
29/05/2003,1.59,2.14,10.24,1.43,4.833
30/05/2003,0.06,1.82,10.38,1.35,4.563
31/05/2003,0.14,2.81,11.79,1.24,4.191
01/06/2003,0.38,2.81,12.21,1.12,3.785
02/06/2003,0.13,2.91,11.35,1.06,3.582
03/06/2003,0.26,2.6,9.88,0.98,3.312
04/06/2003,1.18,2.33,10.13,0.94,3.177
05/06/2003,1.8,2.75,9.57,0.91,3.075
06/06/2003,0.37,3.01,10.66,0.9,3.042
07/06/2003,2.19,2.84,9.61,0.84,2.839
08/06/2003,1.61,1.47,8.55,0.87,2.940
09/06/2003,3.1,3.16,9.37,0.77,2.602
10/06/2003,4.82,2.55,10.34,1.41,4.765
11/06/2003,4.5,3.17,9.7,1.12,3.785
12/06/2003,2.33,2.4,8.91,1.13,3.819
13/06/2003,0.05,2.51,9.34,1.19,4.022
14/06/2003,0.26,3.14,9.71,0.89,3.008
15/06/2003,0,2.22,10.45,0.8,2.704
16/06/2003,0.02,2.86,10.58,0.73,2.467
17/06/2003,3.17,2.28,10.44,0.79,2.670
18/06/2003,0.32,2.36,9.79,0.84,2.839
19/06/2003,0.79,2.97,9.04,0.73,2.467
20/06/2003,0.13,2.68,9.14,0.68,2.298
21/06/2003,3.85,1.81,8.68,0.68,2.298
22/06/2003,4.25,1.33,8.96,0.82,2.771
23/06/2003,0.12,2.16,9.59,0.74,2.501
24/06/2003,0,2.41,10.32,0.65,2.197
25/06/2003,0,3.74,11.24,0.59,1.994
26/06/2003,0,3.87,12.37,0.56,1.893
27/06/2003,2.91,1.69,10.47,0.58,1.960
28/06/2003,0.21,2.39,10.98,0.63,2.129
29/06/2003,0.01,1.82,9.69,0.55,1.859
30/06/2003,2.07,2.38,10.56,0.54,1.825
01/07/2003,0.92,1.63,10.33,0.62,2.095
02/07/2003,0.25,2.04,10.3,0.57,1.926
03/07/2003,0,2.65,10.79,0.52,1.757
04/07/2003,0.21,3.26,11.28,0.48,1.622
05/07/2003,2.04,1.64,9.57,0.52,1.757
06/07/2003,1.01,1.93,10.4,0.53,1.791
07/07/2003,4.01,1.77,10.97,0.65,2.197
08/07/2003,0.03,2.05,11.04,0.58,1.960
09/07/2003,0.12,2.33,12.63,0.51,1.724
10/07/2003,1.44,2.53,12.83,0.53,1.791
11/07/2003,0.47,2.43,10.35,0.53,1.791
12/07/2003,0,2.4,10.7,0.51,1.724
13/07/2003,0.18,3.82,12.61,0.45,1.521
14/07/2003,0.01,3.27,14.08,0.42,1.419
15/07/2003,0,3.24,14.39,0.41,1.386
16/07/2003,0,3.98,15.79,0.39,1.318
17/07/2003,0,2.29,15.47,0.39,1.318
18/07/2003,9.69,1.43,12.67,0.81,2.738
19/07/2003,1.84,2.41,13.3,0.61,2.062
20/07/2003,9.68,2.72,12.98,0.69,2.332
21/07/2003,5.13,1.94,11.76,1.49,5.036
22/07/2003,0.19,2.16,11.87,0.83,2.805
23/07/2003,3.7,1.73,11.94,1.5,5.069
24/07/2003,0.9,2.88,12.34,1.19,4.022
25/07/2003,3.62,1.99,12.32,1.5,5.069
26/07/2003,1.66,2.23,10.84,0.96,3.244
27/07/2003,0.57,2.73,10.39,0.77,2.602
28/07/2003,7.19,2.17,10.67,0.79,2.670
29/07/2003,3.11,1.38,11.74,1.48,5.002
30/07/2003,1.41,1.6,12.09,1.04,3.515
31/07/2003,2.67,1.78,11.66,1.23,4.157
01/08/2003,0.04,2.66,11.42,1.26,4.258
02/08/2003,0,2.31,10.86,0.9,3.042
03/08/2003,0.07,2.2,11.95,0.79,2.670
